,date,team,actual,predicted,opponent,opponent_actual,opponent_predicted
2365,2010,Bengals,win,win,Chargers,loss,loss
2366,2010,Broncos,win,win,Texans,loss,win
2367,2010,Raiders,loss,win,Colts,win,win
2368,2010,Packers,win,win,Giants,loss,loss
2369,2010,Buccaneers,win,win,Seahawks,loss,win
2370,2010,Falcons,loss,loss,Saints,win,loss
2371,2010,Eagles,loss,loss,Vikings,win,win
2372,2011,Falcons,win,win,Panthers,loss,loss
2373,2011,Browns,loss,loss,Steelers,win,win
2374,2011,Lions,win,win,Vikings,loss,win
2375,2011,Chiefs,loss,loss,Raiders,win,win
2376,2011,Patriots,win,win,Dolphins,loss,loss
2377,2011,Saints,loss,loss,Buccaneers,win,loss
2378,2011,Jets,win,win,Bills,loss,loss
2379,2011,Ravens,win,win,Bengals,loss,loss
2380,2011,Broncos,loss,loss,Chargers,win,win
2381,2011,Packers,win,loss,Bears,loss,loss
2382,2011,Colts,win,win,Titans,loss,win
2383,2011,Eagles,loss,loss,Cowboys,win,win
2384,2011,49ers,win,win,Cardinals,loss,loss
2385,2011,Washington,loss,loss,Giants,win,win
2386,2011,Texans,win,win,Jaguars,loss,loss
2387,2011,Seahawks,win,win,Rams,loss,loss
2388,2011,Seahawks,win,win,Saints,loss,win
2389,2011,Colts,loss,win,Jets,win,win
2390,2011,Chiefs,loss,loss,Ravens,win,win
2391,2011,Eagles,loss,loss,Packers,win,win
2392,2011,Steelers,win,loss,Ravens,loss,loss
2393,2011,Falcons,loss,loss,Packers,win,win
2394,2011,Bears,win,win,Seahawks,loss,loss
2395,2011,Patriots,loss,loss,Jets,win,win
2396,2011,Bears,loss,loss,Packers,win,win
2397,2011,Steelers,win,win,Jets,loss,loss
2398,2011,Packers,win,loss,Steelers,loss,loss
2399,2011,Packers,win,win,Saints,loss,win
2400,2011,Bears,win,win,Falcons,loss,loss
2401,2011,Browns,loss,loss,Bengals,win,win
2402,2011,Chiefs,loss,loss,Bills,win,win
2403,2011,Rams,loss,loss,Eagles,win,win
2404,2011,Buccaneers,loss,loss,Lions,win,win
2405,2011,Jaguars,win,win,Titans,loss,loss
2406,2011,Ravens,win,win,Steelers,loss,loss
2407,2011,Texans,win,win,Colts,loss,loss
2408,2011,Cardinals,win,win,Panthers,loss,win
2409,2011,Chargers,win,loss,Vikings,loss,loss
2410,2011,49ers,win,win,Seahawks,loss,loss
2411,2011,Washington,win,win,Giants,loss,loss
2412,2011,Jets,win,loss,Cowboys,loss,loss
2413,2011,Dolphins,loss,loss,Patriots,win,win
2414,2011,Broncos,loss,loss,Raiders,win,win
2415,2011,Bills,win,loss,Raiders,loss,win
2416,2011,Lions,win,win,Chiefs,loss,loss
2417,2011,Titans,win,win,Ravens,loss,loss
2418,2011,Colts,loss,loss,Browns,win,win
2419,2011,Vikings,loss,win,Buccaneers,win,loss
2420,2011,Saints,win,win,Bears,loss,loss
2421,2011,Jets,win,win,Jaguars,loss,loss
2422,2011,Steelers,win,win,Seahawks,loss,loss
2423,2011,Washington,win,win,Cardinals,loss,loss
2424,2011,Panthers,loss,loss,Packers,win,loss
2425,2011,49ers,loss,loss,Cowboys,win,loss
2426,2011,Broncos,win,win,Bengals,loss,loss
2427,2011,Dolphins,loss,loss,Texans,win,win
2428,2011,Patriots,win,win,Chargers,loss,loss
2429,2011,Falcons,win,loss,Eagles,loss,win
2430,2011,Giants,win,win,Rams,loss,loss
2431,2011,Bills,win,win,Patriots,loss,loss
2432,2011,Bengals,loss,loss,49ers,win,win
2433,2011,Browns,win,loss,Dolphins,loss,win
2434,2011,Titans,win,loss,Broncos,loss,loss
2435,2011,Vikings,loss,loss,Lions,win,loss
2436,2011,Saints,win,loss,Texans,loss,win
2437,2011,Eagles,loss,win,Giants,win,win
2438,2011,Panthers,win,win,Jaguars,loss,win
2439,2011,Raiders,win,win,Jets,loss,loss
2440,2011,Rams,loss,loss,Ravens,win,win
2441,2011,Chargers,win,win,Chiefs,loss,win
2442,2011,Bears,loss,loss,Packers,win,win
2443,2011,Seahawks,win,win,Cardinals,loss,loss
2444,2011,Buccaneers,win,win,Falcons,loss,loss
2445,2011,Colts,loss,loss,Steelers,win,win
2446,2011,Cowboys,win,loss,Washington,loss,loss
2447,2011,Bears,win,win,Panthers,loss,win
2448,2011,Bengals,win,win,Bills,loss,win
2449,2011,Browns,loss,loss,Titans,win,win
2450,2011,Cowboys,loss,win,Lions,win,win
2451,2011,Chiefs,win,win,Vikings,loss,win
2452,2011,Rams,loss,loss,Washington,win,win
2453,2011,Eagles,loss,loss,49ers,win,win
2454,2011,Jaguars,loss,loss,Saints,win,win
2455,2011,Texans,win,win,Steelers,loss,loss
2456,2011,Cardinals,loss,loss,Giants,win,win
2457,2011,Seahawks,loss,loss,Falcons,win,win
2458,2011,Packers,win,win,Broncos,loss,loss
2459,2011,Raiders,loss,loss,Patriots,win,win
2460,2011,Chargers,win,win,Dolphins,loss,loss
2461,2011,Ravens,win,win,Jets,loss,loss
2462,2011,Buccaneers,win,win,Colts,loss,loss
2463,2011,Bills,win,win,Eagles,loss,loss
2464,2011,Colts,loss,win,Chiefs,win,win
2465,2011,Vikings,win,win,Cardinals,loss,loss
2466,2011,Giants,loss,loss,Seahawks,win,win
2467,2011,Steelers,win,win,Titans,loss,loss
2468,2011,Panthers,loss,loss,Saints,win,win
2469,2011,Jaguars,loss,loss,Bengals,win,win
2470,2011,Texans,loss,loss,Raiders,win,loss
2471,2011,49ers,win,win,Buccaneers,loss,loss
2472,2011,Broncos,loss,loss,Chargers,win,win
2473,2011,Patriots,win,win,Jets,loss,win
2474,2011,Falcons,loss,loss,Packers,win,loss
2475,2011,Lions,win,loss,Bears,loss,loss
2476,2011,Falcons,win,win,Panthers,loss,loss
2477,2011,Bengals,win,win,Colts,loss,loss
2478,2011,Lions,loss,loss,49ers,win,loss
2479,2011,Packers,win,win,Rams,loss,loss
2480,2011,Giants,win,win,Bills,loss,loss
2481,2011,Steelers,win,win,Jaguars,loss,loss
2482,2011,Washington,loss,loss,Eagles,win,win
2483,2011,Raiders,win,win,Browns,loss,loss
2484,2011,Ravens,win,win,Texans,loss,win
2485,2011,Patriots,win,loss,Cowboys,loss,loss
2486,2011,Buccaneers,win,win,Saints,loss,loss
2487,2011,Bears,win,win,Vikings,loss,loss
2488,2011,Jets,win,win,Dolphins,loss,loss
2489,2011,Browns,win,win,Seahawks,loss,loss
2490,2011,Lions,loss,loss,Falcons,win,loss
2491,2011,Titans,loss,loss,Texans,win,win
2492,2011,Dolphins,loss,win,Broncos,win,win
2493,2011,Jets,win,loss,Chargers,loss,loss
2494,2011,Buccaneers,loss,loss,Bears,win,win
2495,2011,Panthers,win,win,Washington,loss,loss
2496,2011,Raiders,loss,loss,Chiefs,win,win
2497,2011,Cardinals,loss,loss,Steelers,win,win
2498,2011,Cowboys,win,win,Rams,loss,loss
2499,2011,Vikings,loss,loss,Packers,win,win
2500,2011,Saints,win,win,Colts,loss,loss
2501,2011,Jaguars,win,win,Ravens,loss,loss
2502,2011,Titans,win,win,Colts,loss,loss
2503,2011,Rams,win,win,Saints,loss,loss
2504,2011,Giants,win,win,Dolphins,loss,loss
2505,2011,Panthers,loss,loss,Vikings,win,win
2506,2011,Ravens,win,loss,Cardinals,loss,loss
2507,2011,Texans,win,win,Jaguars,loss,loss
2508,2011,Bills,win,win,Washington,loss,loss
2509,2011,Broncos,loss,loss,Lions,win,win
2510,2011,Steelers,win,loss,Patriots,loss,loss
2511,2011,49ers,win,win,Browns,loss,loss
2512,2011,Seahawks,loss,loss,Bengals,win,win
2513,2011,Eagles,win,win,Cowboys,loss,loss
2514,2011,Chiefs,win,loss,Chargers,loss,loss
2515,2011,Bills,loss,loss,Jets,win,win
2516,2011,Cowboys,win,win,Seahawks,loss,loss
2517,2011,Colts,loss,loss,Falcons,win,win
2518,2011,Chiefs,loss,win,Dolphins,win,win
2519,2011,Saints,win,win,Buccaneers,loss,loss
2520,2011,Washington,loss,loss,49ers,win,win
2521,2011,Texans,win,win,Browns,loss,loss
2522,2011,Titans,loss,loss,Bengals,win,win
2523,2011,Raiders,loss,loss,Broncos,win,win
2524,2011,Patriots,loss,loss,Giants,win,loss
2525,2011,Cardinals,win,loss,Rams,loss,win
2526,2011,Chargers,loss,loss,Packers,win,win
2527,2011,Steelers,loss,loss,Ravens,win,win
2528,2011,Eagles,loss,loss,Bears,win,win
2529,2011,Chargers,loss,loss,Raiders,win,win
2530,2011,Falcons,loss,win,Saints,win,loss
2531,2011,Bengals,loss,loss,Steelers,win,win
2532,2011,Browns,loss,win,Rams,win,win
2533,2011,Cowboys,win,win,Bills,loss,loss
2534,2011,Colts,loss,loss,Jaguars,win,win
2535,2011,Chiefs,loss,loss,Broncos,win,win
2536,2011,Dolphins,win,win,Washington,loss,loss
2537,2011,Eagles,loss,loss,Cardinals,win,loss
2538,2011,Buccaneers,loss,loss,Texans,win,win
2539,2011,Panthers,loss,loss,Titans,win,win
2540,2011,Seahawks,win,win,Ravens,loss,loss
2541,2011,Bears,win,win,Lions,loss,loss
2542,2011,49ers,win,loss,Giants,loss,win
2543,2011,Jets,loss,loss,Patriots,win,win
2544,2011,Packers,win,win,Vikings,loss,loss
2545,2011,Broncos,win,win,Jets,loss,win
2546,2011,Browns,win,win,Jaguars,loss,loss
2547,2011,Lions,win,win,Panthers,loss,loss
2548,2011,Packers,win,loss,Buccaneers,loss,loss
2549,2011,Dolphins,win,win,Bills,loss,loss
2550,2011,Vikings,loss,loss,Raiders,win,win
2551,2011,Washington,loss,loss,Cowboys,win,win
2552,2011,Ravens,win,win,Bengals,loss,loss
2553,2011,Rams,loss,loss,Seahawks,win,win
2554,2011,49ers,win,win,Cardinals,loss,loss
2555,2011,Falcons,win,win,Titans,loss,loss
2556,2011,Bears,win,win,Chargers,loss,loss
2557,2011,Giants,loss,loss,Eagles,win,win
2558,2011,Patriots,win,win,Chiefs,loss,loss
2559,2011,Lions,loss,loss,Packers,win,loss
2560,2011,Cowboys,win,loss,Dolphins,loss,loss
2561,2011,Ravens,win,win,49ers,loss,loss
2562,2011,Falcons,win,win,Vikings,loss,win
2563,2011,Bengals,win,win,Browns,loss,win
2564,2011,Titans,win,win,Buccaneers,loss,loss
2565,2011,Colts,loss,loss,Panthers,win,win
2566,2011,Rams,loss,loss,Cardinals,win,win
2567,2011,Jets,win,loss,Bills,loss,win
2568,2011,Jaguars,loss,loss,Texans,win,win
2569,2011,Raiders,win,loss,Bears,loss,loss
2570,2011,Seahawks,loss,loss,Washington,win,win
2571,2011,Eagles,loss,loss,Patriots,win,win
2572,2011,Chargers,loss,win,Broncos,win,win
2573,2011,Chiefs,loss,win,Steelers,win,loss
2574,2011,Saints,win,win,Giants,loss,loss
2575,2011,Seahawks,win,win,Eagles,loss,loss
2576,2011,Bills,loss,loss,Titans,win,win
2577,2011,Bears,loss,loss,Chiefs,win,win
2578,2011,Dolphins,win,win,Raiders,loss,loss
2579,2011,Vikings,loss,loss,Broncos,win,win
2580,2011,Patriots,win,win,Colts,loss,win
2581,2011,Steelers,win,win,Bengals,loss,loss
2582,2011,Buccaneers,loss,loss,Panthers,win,win
2583,2011,Washington,loss,loss,Jets,win,win
2584,2011,Texans,win,win,Falcons,loss,loss
2585,2011,Browns,loss,loss,Ravens,win,win
2586,2011,Giants,loss,loss,Packers,win,win
2587,2011,Cardinals,win,win,Cowboys,loss,loss
2588,2011,49ers,win,win,Rams,loss,loss
2589,2011,Saints,win,win,Lions,loss,loss
2590,2011,Jaguars,loss,win,Chargers,win,win
2591,2011,Steelers,win,loss,Browns,loss,loss
2592,2011,Bengals,loss,loss,Texans,win,loss
2593,2011,Lions,win,win,Vikings,loss,loss
2594,2011,Titans,loss,loss,Saints,win,win
2595,2011,Dolphins,loss,loss,Eagles,win,loss
2596,2011,Jets,win,win,Chiefs,loss,loss
2597,2011,Washington,loss,win,Patriots,win,win
2598,2011,Panthers,loss,loss,Falcons,win,win
2599,2011,Jaguars,win,win,Buccaneers,loss,loss
2600,2011,Ravens,win,win,Colts,loss,loss
2601,2011,Broncos,win,win,Bears,loss,win
2602,2011,Cardinals,win,loss,49ers,loss,loss
2603,2011,Packers,win,win,Raiders,loss,loss
2604,2011,Chargers,win,win,Bills,loss,loss
2605,2011,Cowboys,loss,win,Giants,win,win
2606,2011,Seahawks,win,win,Rams,loss,loss
2607,2011,Falcons,win,win,Jaguars,loss,loss
2608,2011,Buccaneers,loss,loss,Cowboys,win,win
2609,2011,Bills,loss,loss,Dolphins,win,win
2610,2011,Bears,loss,loss,Seahawks,win,win
2611,2011,Colts,win,win,Titans,loss,loss
2612,2011,Chiefs,win,win,Packers,loss,loss
2613,2011,Rams,loss,loss,Bengals,win,win
2614,2011,Vikings,loss,loss,Saints,win,win
2615,2011,Giants,loss,loss,Washington,win,win
2616,2011,Texans,loss,loss,Panthers,win,win
2617,2011,Raiders,loss,win,Lions,win,loss
2618,2011,Broncos,loss,loss,Patriots,win,win
2619,2011,Eagles,win,win,Jets,loss,loss
2620,2011,Cardinals,win,loss,Browns,loss,win
2621,2011,Chargers,win,win,Ravens,loss,loss
2622,2011,49ers,win,win,Steelers,loss,loss
2623,2011,Colts,win,win,Texans,loss,win
2624,2011,Bills,win,win,Broncos,loss,loss
2625,2011,Bengals,win,win,Cardinals,loss,loss
2626,2011,Titans,win,loss,Jaguars,loss,loss
2627,2011,Chiefs,loss,loss,Raiders,win,loss
2628,2011,Patriots,win,win,Dolphins,loss,loss
2629,2011,Jets,loss,loss,Giants,win,loss
2630,2011,Steelers,win,win,Rams,loss,win
2631,2011,Washington,loss,loss,Vikings,win,win
2632,2011,Panthers,win,win,Buccaneers,loss,loss
2633,2011,Ravens,win,win,Browns,loss,loss
2634,2011,Lions,win,win,Chargers,loss,loss
2635,2011,Cowboys,loss,loss,Eagles,win,win
2636,2011,Seahawks,loss,loss,49ers,win,win
2637,2011,Packers,win,win,Bears,loss,win
2638,2011,Saints,win,win,Falcons,loss,loss
2639,2012,Packers,win,win,Lions,loss,loss
2640,2012,Rams,loss,loss,49ers,win,win
2641,2012,Dolphins,win,loss,Jets,loss,loss
2642,2012,Vikings,loss,loss,Bears,win,loss
2643,2012,Patriots,win,win,Bills,loss,loss
2644,2012,Saints,win,win,Panthers,loss,loss
2645,2012,Eagles,win,loss,Washington,loss,loss
2646,2012,Jaguars,win,win,Colts,loss,loss
2647,2012,Texans,loss,win,Titans,win,loss
2648,2012,Bengals,loss,loss,Ravens,win,win
2649,2012,Browns,loss,loss,Steelers,win,win
2650,2012,Broncos,loss,win,Chiefs,win,win
2651,2012,Raiders,loss,win,Chargers,win,win
2652,2012,Cardinals,win,loss,Seahawks,loss,win
2653,2012,Giants,win,win,Cowboys,loss,loss
2654,2012,Texans,win,win,Bengals,loss,loss
2655,2012,Saints,win,win,Lions,loss,loss
2656,2012,Giants,win,win,Falcons,loss,loss
2657,2012,Broncos,win,win,Steelers,loss,loss
2658,2012,49ers,win,loss,Saints,loss,loss
2659,2012,Patriots,win,win,Broncos,loss,win
2660,2012,Ravens,win,win,Texans,loss,loss
2661,2012,Packers,loss,loss,Giants,win,win
2662,2012,Patriots,win,win,Ravens,loss,win
2663,2012,49ers,loss,loss,Giants,win,loss
2664,2012,Patriots,loss,loss,Giants,win,win
2665,2012,Giants,loss,loss,Cowboys,win,win
2666,2012,Bears,win,win,Colts,loss,loss
2667,2012,Browns,loss,loss,Eagles,win,loss
2668,2012,Lions,win,loss,Rams,loss,win
2669,2012,Titans,loss,loss,Patriots,win,win
2670,2012,Chiefs,loss,win,Falcons,win,win
2671,2012,Vikings,win,win,Jaguars,loss,win
2672,2012,Saints,loss,loss,Washington,win,win
2673,2012,Jets,win,win,Bills,loss,loss
2674,2012,Texans,win,win,Dolphins,loss,loss
2675,2012,Packers,loss,loss,49ers,win,win
2676,2012,Cardinals,win,loss,Seahawks,loss,loss
2677,2012,Buccaneers,win,win,Panthers,loss,loss
2678,2012,Broncos,win,win,Steelers,loss,loss
2679,2012,Ravens,win,win,Bengals,loss,loss
2680,2012,Raiders,loss,loss,Chargers,win,loss
2681,2012,Packers,win,loss,Bears,loss,loss
2682,2012,Bills,win,win,Chiefs,loss,loss
2683,2012,Bengals,win,win,Browns,loss,loss
2684,2012,Colts,win,win,Vikings,loss,win
2685,2012,Dolphins,win,win,Raiders,loss,loss
2686,2012,Patriots,loss,win,Cardinals,win,win
2687,2012,Giants,win,win,Buccaneers,loss,loss
2688,2012,Eagles,win,win,Ravens,loss,loss
2689,2012,Panthers,win,win,Saints,loss,win
2690,2012,Jaguars,loss,loss,Texans,win,win
2691,2012,Rams,win,win,Washington,loss,win
2692,2012,Seahawks,win,win,Cowboys,loss,loss
2693,2012,Steelers,win,win,Jets,loss,loss
2694,2012,Chargers,win,win,Titans,loss,loss
2695,2012,49ers,win,loss,Lions,loss,loss
2696,2012,Falcons,win,win,Broncos,loss,loss
2697,2012,Panthers,loss,loss,Giants,win,win
2698,2012,Bears,win,win,Rams,loss,loss
2699,2012,Browns,loss,loss,Bills,win,win
2700,2012,Cowboys,win,loss,Buccaneers,loss,loss
2701,2012,Titans,win,win,Lions,loss,win
2702,2012,Colts,loss,win,Jaguars,win,win
2703,2012,Dolphins,loss,win,Jets,win,win
2704,2012,Vikings,win,win,49ers,loss,loss
2705,2012,Saints,loss,loss,Chiefs,win,win
2706,2012,Washington,loss,win,Bengals,win,win
2707,2012,Cardinals,win,win,Eagles,loss,loss
2708,2012,Chargers,loss,loss,Falcons,win,win
2709,2012,Broncos,loss,loss,Texans,win,win
2710,2012,Raiders,win,loss,Steelers,loss,loss
2711,2012,Ravens,win,win,Patriots,loss,win
2712,2012,Seahawks,win,loss,Packers,loss,loss
2713,2012,Ravens,win,win,Browns,loss,loss
2714,2012,Falcons,win,loss,Panthers,loss,win
2715,2012,Bills,loss,loss,Patriots,win,win
2716,2012,Lions,loss,loss,Vikings,win,win
2717,2012,Chiefs,loss,loss,Chargers,win,win
2718,2012,Rams,win,loss,Seahawks,loss,loss
2719,2012,Jets,loss,loss,49ers,win,win
2720,2012,Texans,win,win,Titans,loss,loss
2721,2012,Broncos,win,win,Raiders,loss,loss
2722,2012,Cardinals,win,loss,Dolphins,loss,loss
2723,2012,Jaguars,loss,loss,Bengals,win,win
2724,2012,Packers,win,win,Saints,loss,win
2725,2012,Buccaneers,loss,loss,Washington,win,win
2726,2012,Eagles,win,win,Giants,loss,loss
2727,2012,Cowboys,loss,loss,Bears,win,win
2728,2012,Rams,win,loss,Cardinals,loss,loss
2729,2012,Bengals,loss,loss,Dolphins,win,win
2730,2012,Colts,win,win,Packers,loss,loss
2731,2012,Chiefs,loss,win,Ravens,win,loss
2732,2012,Giants,win,win,Browns,loss,loss
2733,2012,Steelers,win,win,Eagles,loss,loss
2734,2012,Washington,loss,loss,Falcons,win,win
2735,2012,Panthers,loss,loss,Seahawks,win,win
2736,2012,Jaguars,loss,loss,Bears,win,win
2737,2012,Vikings,win,win,Titans,loss,loss
2738,2012,Patriots,win,win,Broncos,loss,loss
2739,2012,49ers,win,win,Bills,loss,loss
2740,2012,Saints,win,loss,Chargers,loss,loss
2741,2012,Jets,loss,loss,Texans,win,win
2742,2012,Titans,win,loss,Steelers,loss,loss
2743,2012,Falcons,win,loss,Raiders,loss,win
2744,2012,Browns,win,win,Bengals,loss,loss
2745,2012,Dolphins,win,loss,Rams,loss,loss
2746,2012,Jets,win,win,Colts,loss,loss
2747,2012,Eagles,loss,loss,Lions,win,loss
2748,2012,Buccaneers,win,win,Chiefs,loss,win
2749,2012,Ravens,win,win,Cowboys,loss,win
2750,2012,Cardinals,loss,loss,Bills,win,win
2751,2012,Seahawks,win,loss,Patriots,loss,loss
2752,2012,49ers,loss,loss,Giants,win,win
2753,2012,Washington,win,win,Vikings,loss,loss
2754,2012,Texans,loss,loss,Packers,win,win
2755,2012,Chargers,loss,loss,Broncos,win,win
2756,2012,49ers,win,win,Seahawks,loss,loss
2757,2012,Bills,loss,win,Titans,win,win
2758,2012,Colts,win,win,Browns,loss,loss
2759,2012,Rams,loss,loss,Packers,win,win
2760,2012,Vikings,win,loss,Cardinals,loss,loss
2761,2012,Giants,win,loss,Washington,loss,win
2762,2012,Buccaneers,loss,win,Saints,win,win
2763,2012,Panthers,loss,loss,Cowboys,win,win
2764,2012,Texans,win,win,Ravens,loss,loss
2765,2012,Raiders,win,loss,Jaguars,loss,loss
2766,2012,Patriots,win,win,Jets,loss,win
2767,2012,Bengals,loss,loss,Steelers,win,win
2768,2012,Bears,win,win,Lions,loss,loss
2769,2012,Vikings,loss,loss,Buccaneers,win,win
2770,2012,Bears,win,loss,Panthers,loss,win
2771,2012,Browns,win,win,Chargers,loss,win
2772,2012,Lions,win,loss,Seahawks,loss,loss
2773,2012,Packers,win,win,Jaguars,loss,loss
2774,2012,Titans,loss,win,Colts,win,win
2775,2012,Rams,loss,loss,Patriots,win,win
2776,2012,Jets,loss,loss,Dolphins,win,win
2777,2012,Eagles,loss,loss,Falcons,win,win
2778,2012,Steelers,win,win,Washington,loss,loss
2779,2012,Chiefs,loss,loss,Raiders,win,win
2780,2012,Cowboys,loss,loss,Giants,win,win
2781,2012,Broncos,win,win,Saints,loss,loss
2782,2012,Cardinals,loss,loss,49ers,win,win
2783,2012,Chargers,win,win,Chiefs,loss,loss
2784,2012,Bengals,loss,loss,Broncos,win,win
2785,2012,Browns,loss,loss,Ravens,win,win
2786,2012,Packers,win,win,Cardinals,loss,loss
2787,2012,Titans,loss,loss,Bears,win,win
2788,2012,Colts,win,win,Dolphins,loss,loss
2789,2012,Washington,loss,loss,Panthers,win,win
2790,2012,Jaguars,loss,loss,Lions,win,win
2791,2012,Texans,win,win,Bills,loss,loss
2792,2012,Raiders,loss,loss,Buccaneers,win,win
2793,2012,Seahawks,win,win,Vikings,loss,loss
2794,2012,Giants,loss,loss,Steelers,win,win
2795,2012,Falcons,win,win,Cowboys,loss,loss
2796,2012,Saints,win,win,Eagles,loss,loss
2797,2012,Jaguars,loss,loss,Colts,win,win
2798,2012,Bengals,win,win,Giants,loss,loss
2799,2012,Dolphins,loss,loss,Titans,win,win
2800,2012,Vikings,win,win,Lions,loss,loss
2801,2012,Patriots,win,win,Bills,loss,loss
2802,2012,Saints,win,win,Falcons,loss,loss
2803,2012,Buccaneers,win,win,Chargers,loss,win
2804,2012,Panthers,loss,loss,Broncos,win,win
2805,2012,Ravens,win,win,Raiders,loss,loss
2806,2012,Seahawks,win,win,Jets,loss,loss
2807,2012,Eagles,loss,loss,Cowboys,win,win
2808,2012,Bears,loss,loss,Texans,win,win
2809,2012,Steelers,win,win,Chiefs,loss,win
2810,2012,Bills,win,win,Dolphins,loss,loss
2811,2012,Falcons,win,loss,Cardinals,loss,loss
2812,2012,Cowboys,win,loss,Browns,loss,win
2813,2012,Lions,loss,loss,Packers,win,win
2814,2012,Chiefs,loss,loss,Bengals,win,win
2815,2012,Rams,loss,loss,Jets,win,win
2816,2012,Washington,win,win,Eagles,loss,loss
2817,2012,Panthers,loss,win,Buccaneers,win,loss
2818,2012,Texans,win,win,Jaguars,loss,win
2819,2012,Raiders,loss,loss,Saints,win,win
2820,2012,Broncos,win,loss,Chargers,loss,loss
2821,2012,Patriots,win,win,Colts,loss,loss
2822,2012,Steelers,loss,loss,Ravens,win,win
2823,2012,49ers,win,win,Bears,loss,loss
2824,2012,Lions,loss,loss,Texans,win,win
2825,2012,Cowboys,loss,loss,Washington,win,win
2826,2012,Jets,loss,loss,Patriots,win,win
2827,2012,Chargers,loss,loss,Ravens,win,win
2828,2012,Bears,win,win,Vikings,loss,loss
2829,2012,Bengals,win,win,Raiders,loss,loss
2830,2012,Browns,win,win,Steelers,loss,loss
2831,2012,Colts,win,win,Bills,loss,loss
2832,2012,Chiefs,loss,loss,Broncos,win,loss
2833,2012,Dolphins,win,win,Seahawks,loss,win
2834,2012,Buccaneers,loss,loss,Falcons,win,win
2835,2012,Jaguars,win,win,Titans,loss,loss
2836,2012,Saints,loss,loss,49ers,win,win
2837,2012,Cardinals,loss,loss,Rams,win,win
2838,2012,Giants,win,win,Packers,loss,loss
2839,2012,Eagles,loss,loss,Panthers,win,win
2840,2012,Falcons,win,loss,Saints,loss,loss
2841,2012,Bills,win,win,Jaguars,loss,loss
2842,2012,Bears,loss,win,Seahawks,win,win
2843,2012,Lions,loss,win,Colts,win,loss
2844,2012,Packers,win,win,Vikings,loss,loss
2845,2012,Titans,loss,loss,Texans,win,win
2846,2012,Chiefs,win,win,Panthers,loss,loss
2847,2012,Rams,win,win,49ers,loss,win
2848,2012,Dolphins,loss,loss,Patriots,win,win
2849,2012,Jets,win,win,Cardinals,loss,loss
2850,2012,Broncos,win,win,Buccaneers,loss,loss
2851,2012,Raiders,loss,loss,Browns,win,win
2852,2012,Chargers,loss,loss,Bengals,win,win
2853,2012,Ravens,loss,loss,Steelers,win,loss
2854,2012,Cowboys,win,win,Eagles,loss,win
2855,2012,Washington,win,win,Giants,loss,win
2856,2012,Raiders,loss,loss,Broncos,win,win
2857,2012,Bills,loss,loss,Rams,win,loss
2858,2012,Bengals,loss,loss,Cowboys,win,loss
2859,2012,Browns,win,win,Chiefs,loss,loss
2860,2012,Colts,win,loss,Titans,loss,win
2861,2012,Vikings,win,win,Bears,loss,loss
2862,2012,Steelers,loss,loss,Chargers,win,win
2863,2012,Buccaneers,loss,win,Eagles,win,loss
2864,2012,Washington,win,win,Ravens,loss,win
2865,2012,Panthers,win,win,Falcons,loss,loss
2866,2012,Jaguars,loss,loss,Jets,win,win
2867,2012,49ers,win,win,Dolphins,loss,loss
2868,2012,Giants,win,win,Saints,loss,loss
2869,2012,Seahawks,win,win,Cardinals,loss,loss
2870,2012,Packers,win,win,Lions,loss,win
2871,2012,Patriots,win,win,Texans,loss,loss
2872,2012,Eagles,loss,loss,Bengals,win,win
2873,2012,Falcons,win,win,Giants,loss,loss
2874,2012,Bears,loss,loss,Packers,win,win
2875,2012,Browns,loss,loss,Washington,win,win
2876,2012,Rams,loss,loss,Vikings,win,win
2877,2012,Dolphins,win,win,Jaguars,loss,loss
2878,2012,Saints,win,win,Buccaneers,loss,loss
2879,2012,Ravens,loss,loss,Broncos,win,win
2880,2012,Texans,win,win,Colts,loss,loss
2881,2012,Bills,loss,loss,Seahawks,win,win
2882,2012,Cardinals,win,win,Lions,loss,loss
2883,2012,Chargers,loss,loss,Panthers,win,win
2884,2012,Cowboys,win,loss,Steelers,loss,loss
2885,2012,Raiders,win,win,Chiefs,loss,loss
2886,2012,Patriots,loss,loss,49ers,win,win
2887,2012,Titans,win,win,Jets,loss,loss
2888,2012,Lions,loss,loss,Falcons,win,win
2889,2012,Cowboys,loss,loss,Saints,win,win
2890,2012,Packers,win,win,Titans,loss,loss
2891,2012,Chiefs,loss,win,Colts,win,win
2892,2012,Dolphins,win,win,Bills,loss,loss
2893,2012,Jets,loss,loss,Chargers,win,win
2894,2012,Eagles,loss,loss,Washington,win,win
2895,2012,Steelers,loss,loss,Bengals,win,loss
2896,2012,Buccaneers,loss,loss,Rams,win,win
2897,2012,Panthers,win,loss,Raiders,loss,loss
2898,2012,Jaguars,loss,loss,Patriots,win,loss
2899,2012,Texans,loss,loss,Vikings,win,win
2900,2012,Broncos,win,win,Browns,loss,loss
2901,2012,Cardinals,loss,loss,Bears,win,win
2902,2012,Ravens,win,win,Giants,loss,loss
2903,2012,Seahawks,win,win,49ers,loss,loss
2904,2012,Falcons,loss,loss,Buccaneers,win,win
2905,2012,Bills,win,win,Jets,loss,win
2906,2012,Bengals,win,win,Ravens,loss,win
2907,2012,Lions,loss,loss,Bears,win,win
2908,2012,Titans,win,win,Jaguars,loss,loss
2909,2012,Colts,win,win,Texans,loss,loss
